category,image_id,image_path,ecg_id,layout,status,elapsed_seconds,error,layout_name,nonzero_leads_count,einthoven_score,median_correlation,mean_correlation,minimum_correlation,median_normalized_rmse,median_rmse_mv,median_snr_db,median_gain_ratio
photos_iphone,40,photos_iphone/img_40_page_0.jpeg,LPAE_09275_hr,3x4+1R,success,11.860094333000234,,3x4+1R,12,0.9772280408018904,0.976893844152492,0.9648481485007548,0.9144141432475354,0.21496539602931344,0.053639182494998716,9.48917136051778,0.9555352242331654
photos_samsung,40,photos_samsung/img_40_page_0.jpeg,LPAE_09275_hr,3x4+1R,success,5.653553666999869,,3x4+1R,12,0.9586599084926327,0.9555984344607378,0.9271568802922476,0.6924630116327243,0.2977469294429005,0.055560946026664566,9.479166241540444,0.9568093757601828
photos_scans,40,photos_scans/img_40_page_0.jpeg,LPAE_09275_hr,3x4+1R,success,9.595484084000418,,3x4+1R,12,0.9970778181069698,0.9895565128129274,0.9766713912402154,0.9100014018848087,0.1444726737226083,0.04626084926347343,10.962361923950379,0.9495615613125823
photos_screens,40,photos_screens/img_40_page_0.jpeg,LPAE_09275_hr,3x4+1R,success,10.178159208999205,,3x4+1R,12,0.7696446972405451,0.5011479813686857,0.5050118923770331,-0.0038969547604431965,0.9716073528495528,0.18645097029516083,0.19073454914618926,0.9290570854525111
photos_bents,42,photos_bents/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,9.642517999998745,,3x4+1R,12,0.11543353190922624,0.19994583844869207,0.2482361171926989,-0.03612411220203639,1.264879588667392,0.23232257373078713,-1.8090975498323654,0.9281995086619971
photos_crumbles,42,photos_crumbles/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,9.85649333299989,,3x4+1R,12,0.26347876407692583,0.4329352133926325,0.4645044487576135,0.017708725952679093,1.0647993388590296,0.1856921028849329,-0.2158305133751714,0.9216372337793448
photos_doogee,42,photos_doogee/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,7.031254583000191,,3x4+1R,12,0.9812876882971323,0.9637388759072832,0.9430895540894024,0.7429118325925763,0.2692834779130983,0.052385070515494805,11.08844597963018,0.9429277269467515
photos_iphone,42,photos_iphone/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,5.291307292000056,,3x4+1R,12,0.8093597255974055,0.8829541208713234,0.7403037705214208,0.008724575745600588,0.4837525565997969,0.08189496393695017,6.1968710361049375,0.9472636491680881
photos_samsung,42,photos_samsung/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,5.484251290999964,,3x4+1R,12,0.9206656491922893,0.9591191117096681,0.9463013064940725,0.8682708456384329,0.2854343704775557,0.05592050521858259,10.053472328056959,0.9466000640124357
photos_scans,42,photos_scans/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,6.290031041000475,,3x4+1R,12,0.39825151765654093,0.239191133927657,0.2163549208107632,-0.0764435043887698,1.2335360122464536,0.21227242699465196,-0.8752715474460939,0.9213652447295705
photos_screens,42,photos_screens/img_42_page_0.jpeg,LPAE_09545_hr,3x4+1R,success,11.26791966699966,,3x4+1R,12,0.8826394231352762,0.7560250619132197,0.5784288254079744,0.0001359909252735155,0.6981603255495671,0.12355804902606818,3.3087296492747518,0.9424596714296456
photos_bents,43,photos_bents/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,9.931837542000721,,3x4+1R,12,0.39698151155556655,0.7349229910209277,0.7260617666308953,0.38412345296417205,0.7281167482574034,0.14624562794249946,2.7844093893438404,0.9341946881354328
photos_crumbles,43,photos_crumbles/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,13.08776675000081,,3x4+1R,12,0.7028791691746429,0.5616460565251065,0.5282605783406917,-0.03424421400178201,0.9354584487465315,0.17501680365484887,1.0167809417213654,0.8796417877018133
photos_doogee,43,photos_doogee/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,5.776014082999609,,3x4+1R,12,0.9443914503250221,0.9558451269708351,0.9486648789524109,0.8026707253185967,0.2964500608164937,0.06531373410464412,9.523041239972514,0.9425966118764129
photos_iphone,43,photos_iphone/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,11.544753749998563,,3x4+1R,12,0.984484791802761,0.9529918278069159,0.9501747580051053,0.8876710292480835,0.3062744819110086,0.07422916509020916,9.287424700939814,0.9473443769206625
photos_samsung,43,photos_samsung/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,9.653720207999868,,3x4+1R,12,0.9795537335725059,0.9774563281722732,0.9718421568986165,0.9131270862086313,0.21233756417001118,0.0611072418585883,11.596363960890361,0.9558941732865187
photos_scans,43,photos_scans/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,10.59614566700111,,3x4+1R,12,0.9963061540529187,0.992272938523524,0.9846708774143957,0.9424957356738035,0.12313650022222938,0.03617006978955414,14.164963030948195,0.9585941711223738
photos_screens,43,photos_screens/img_43_page_0.jpeg,LPAE_09754_hr,3x4+1R,success,13.717570041000727,,3x4+1R,12,0.8162312408726898,0.9221107187802589,0.9047349889830083,0.7860108854616277,0.39222677434639264,0.07560867590148362,7.848951422521189,0.9336965264655193
photos_bents,80,photos_bents/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,15.522171124999659,,3x4+1R,12,0.10113472599636833,0.03943881213820739,0.07885472929408381,-0.06051754719774206,1.3860429399481933,0.16788435471531882,-1.37676276209735,0.8751143091283609
photos_crumbles,80,photos_crumbles/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,10.876980541999728,,3x4+1R,12,-0.04037827957967519,0.5900317991709303,0.6156819386731832,0.21263444350680571,0.9052770678219688,0.12121323241181327,1.4886928692551558,0.9040645222798867
photos_doogee,80,photos_doogee/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,6.502683999999135,,3x4+1R,12,0.7281782858765385,0.9335491241830556,0.8743063206584378,0.5404219978291576,0.36455162193246354,0.03841020463643958,8.475403991733959,0.9041637282528759
photos_iphone,80,photos_iphone/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,8.412676750000173,,3x4+1R,12,0.885080352019754,0.9373060017406165,0.9183205842962243,0.665928219584198,0.35277225844659554,0.043291654318234216,8.359461961359504,0.9125467424846442
photos_samsung,80,photos_samsung/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,9.021835167000972,,3x4+1R,12,0.4149985620397743,0.8787667232320399,0.8737155554367814,0.8148133919852408,0.4924088003107363,0.05415187326491372,6.324313938110869,0.917862789449098
photos_scans,80,photos_scans/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,9.656910875000904,,3x4+1R,12,0.992282639800945,0.980202528166701,0.9760434443412613,0.94905427840824,0.19898299744164386,0.02639474438831385,13.067994830416286,0.9327639060320403
photos_screens,80,photos_screens/img_80_page_0.jpeg,LPAE_19394_hr,3x4+1R,success,16.924632542000836,,3x4+1R,12,-0.052194283504725235,0.794727882530874,0.7676135015540919,0.1825376500991767,0.6388631532580856,0.06766186991412172,3.8626126635216713,0.8929076313032034
photos_bents,81,photos_bents/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,14.576958458999798,,3x4+1R,12,0.5651545638870717,0.050782121998213296,0.10541412410682706,-0.017358186249897354,1.377837200205168,0.2564160198630391,-2.3287059880411625,0.9073422192666263
photos_crumbles,81,photos_crumbles/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,11.1929159170013,,3x4+1R,12,-0.09925938896253657,0.07901560416333255,0.11488956223247355,0.005045615689305297,1.3571904266156907,0.2602327314797558,-2.742662341030774,0.9798839815148277
photos_doogee,81,photos_doogee/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,5.0842949580001005,,3x4+1R,12,0.9692459852863216,0.7129913056772177,0.7301554702957528,0.3809161764868788,0.7576393262025827,0.1454984021259389,2.664633967284388,0.874719185485656
photos_iphone,81,photos_iphone/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,8.243164624998826,,3x4+1R,12,0.9763089336016179,0.8327090091835789,0.8325438628333424,0.5944862440261242,0.577795946505163,0.10611365443152623,3.817315889167458,0.8926884793781271
photos_samsung,81,photos_samsung/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,8.282093165998958,,3x4+1R,12,0.9566363119665172,0.8522756860408977,0.8237190310261496,0.30249641576218345,0.543492633153439,0.10343152267734132,5.318375032420866,0.8722578127256921
photos_scans,81,photos_scans/img_81_page_0.jpeg,LPAE_00232_hr,3x4+1R,success,8.501586500000485,,3x4+1R,12,0.9883719783807905,0.978115226249718,0.8804279170288204,0.3352548213906109,0.20920481185633583,0.0713877894649494,8.964067128348065,0.9036163300328737
